newid,ind,hsize,hsize1,relationship,date,sex,age,marital,migrant,migrant_any,village,madrasa,madrasa_year,school,student,currgrade,maxgrade,paeduc,maeduc,ill,disable,disable_perm,hrelig,religious,jumma,waqt,wrkstat,mo_remit,occ1,hrs_wk1,days_wk1,mo_yr1,tenure1,mo_wageinc1,mo_nonwageinc1,occ2,hrs_wk2,days_wk2,mo_yr2,tenure2,mo_wageinc2,mo_nonwageinc2,microf,microf_name1,microf_name2,microf_name3,mo_microf,microloan_curr1,microloan_curr2,curr_mig,migr_perm,migrcurr_dur,migrcurr_country,migrcurr_occ,migrcurr_inc,migrcurr_hrswk,migrcurr_remmo,migr1_dur,migr1_country,migr1_occ,migr1_inc,migr1_hrswk,migr1_remmo,happy,happy_future,wwactivities,ystrhappy,ystrworry,ystrdepress,satcur_livstandard,satcur_health,satcur_achieve,satcur_fam,satcur_safe,satcur_comm,satcur_finsec,satcur_leistime,satcur_socenv,satcur_job,cur_overworked,curtrust_employer,curtrust_coworker,sat5yr_livstandard,sat5yr_health,sat5yr_achieve,sat5yr_fam,sat5yr_safe,sat5yr_comm,sat5yr_finsec,sat5yr_leistime,sat5yr_socenv,sat5yr_job,overworked_5yr,trust_neighb_5yr,trust_locgov_5yr,trust_employer_5yr,trust_religlead_5yr,trust_coworker_5yr,trust_relatives_5yr,status_prof,relfinan_profession,relfinan_siblings,relfinan_schoolmates,relfinan_neighbors,relfinan_parents,relfinan_extendedfam,relfinan_others,happy_past,curtrust_neighb,curtrust_locgov,curtrust_religlead,curtrust_relatives,global_stat_perc,ownhouse,housetype,cookroom,mainrooms,othrooms,bath_flush,bath_pitlat,bath_bucket,bath_hanging,hhactivity1,hhactivity2,hhactivity3,hhincsource1,hhincsource2,hhincsource3,land_ownop,land_rentedout,land_notown,drinkwater1,drinkwater2,washwater1,washwater2,light1,light2,light3,cookfuel1,cookfuel2,cookfuel3,electricity,naturalgas,generator,phone,cow,chicken,duck,buffalo,goat_sheep,helpers,nonwage_farm,nonwage_nonfarm,govttransfer,other_inc,currinc_2yrsago,currinc_2yrafter,exp_groc,exp_util,exp_hrent,exp_hrelated,exp_school,exp_health,exp_cloth,exp_transport,exp_furniture,exp_recreat,exp_eid,exp_tax,exp_mo,wedding,cost_wedding,birth,cost_birth,death,cost_death,medical,cost_medical,migration_rel,cost_migr,event_other,cost_other,own_weaving1,own_weaving2,own_weaving2flag,own_weaving3,own_weaving4,own_house1,own_house2,own_house2flag,own_house3,own_house4,own_computer1,own_computer2,own_computer2flag,own_computer3,own_computer4,own_cell1,own_cell2,own_cell2flag,own_cell3,own_cell4,own_generator1,own_generator2,own_generator2flag,own_generator3,own_generator4,own_car1,own_car2,own_car2flag,own_car3,own_car4,own_boatp1,own_boatp2,own_boatp2flag,own_boatp3,own_boatp4,own_boatr1,own_boatr2,own_boatr2flag,own_boatr3,own_boatr4,own_rickshaw1,own_rickshaw2,own_rickshaw2flag,own_rickshaw3,own_rickshaw4,own_bicycle1,own_bicycle2,own_bicycle2flag,own_bicycle3,own_bicycle4,own_cart1,own_cart2,own_cart2flag,own_cart3,own_cart4,own_almirah1,own_almirah2,own_almirah2flag,own_almirah3,own_almirah4,own_tractor1,own_tractor2,own_tractor2flag,own_tractor3,own_tractor4,own_television1,own_television2,own_television2flag,own_television3,own_television4,own_fridge1,own_fridge2,own_fridge2flag,own_fridge3,own_fridge4,own_bike1,own_bike2,own_bike2flag,own_bike3,own_bike4,madrasa_binary,day,dayofweek
652,0,4,3,"Householdhead","23/6/13","Female",22,"Married","Non","Domestic migrants","Shatihati","0",0,8,"No",.n,8,.n,.n,"No","No",.n,"Muslim","Very","Never",0,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied","Better",.m,"Not at all","Not at all","Not at all","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","N","Y","Y",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"Y","Y","Y","Y","Y","Y","Y",,.m,"Same","Same","Same","Same","Higher",.m,"Same","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","Y",1,1,0,1,0,0,"Others","Others",.n,"Remittance","Remittance",.n,0,0,0,"Tube Well",.m,"Pond",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",0,2,0,0,0,0,0,0,0,0,"Same",.m,4000,200,0,.m,0,600,2000,0,0,0,10000,0,6000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"O",.m,"",.m,.m,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"A",.m,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
654,0,5,5,"Householdhead","23/6/13","Male",62,"Married","Non","No migrants","Bankina","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Irregular",0,"Employed",.n,"Daily Labourer",10,7,12,8,2000,.c,.m,.c,.c,.c,.c,.n,.n,"Yes","Grameen Bank",.n,.n,96,18000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied",.m,"Satisfied","Not at all","All day","All day","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Y","Y","Y","Same","Better","Same","Same","Same","Better","Worse","Better","Same","Same","Y","Y","Y","Y","Y","Y","Y",6,.m,"Higher","Worse","Higher",.m,"Higher",.m,.m,"Yes","Yes","Yes","Yes",6,"Owned","Kacha","Y",2,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,7,0,0,"Piped Water",.m,"Piped Water",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","Y",1,6,4,0,0,0,0,0,0,0,"Same","Lower",6000,200,.m,0,200,600,500,500,1000,0,0,0,10000,1,25000,0,.n,0,.n,3,2000,0,.n,0,.n,"N",.n,"",.n,.n,.c,2002,"",.m,.m,.c,.c,"",600,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
655,0,4,4,"Householdhead","23/6/13","Male",26,"Married","Non","No migrants","Bankina","0",0,0,"No",.n,0,0,0,"No","No",.n,.n,"Moderate","Irregular",0,"Employed",.n,"Weaving",8,6,12,12,2500,.c,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied","Better","Somewhat unsatisfied","Not at all","All day","All day","Not at all satisfied","Quite satisfied","Somewhat unsatisfied","Quite satisfied","Completely satisfied","Quite satisfied","Satisfied","Satisfied","Quite satisfied","Not at all satisfied","Y","Y","Y","Worse","Better","Same","Same","Same","Same","Same","Same","Worse","Better","Y","Y","Y","Y","Y","Y","N",6,"Higher","Higher","Higher",.m,.m,"Higher",.m,"Worse","Yes","Yes","Yes","No",6,"Owned","Kacha","N",2,1,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,0,0,0,"Piped Water",.m,"Piped Water",.m,"Kerosense",.m,.m,"Firewood","Dung/leaves/straw",.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Lower","Higher",6000,700,0,75000,0,1000,1200,300,0,0,1000,0,10000,0,.n,0,.n,0,.n,0,.n,1,275000,0,.n,"N",.n,"",.n,.n,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"O",2013,"",500,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"A",.m,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
656,0,5,4,"Householdhead","23/6/13","Male",35,"Married","Non","International migrants","Bankina","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Irregular",0,"Employed",.m,"Agricultural Labourer",15,7,12,6,5000,.c,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Completely satisfied","Better","Completely satisfied","Quite a bit","Not much","Not much","Completely Satisfied","Somewhat unsatisfied","Completely Satisfied","Completely satisfied","Completely satisfied","Quite satisfied","Quite satisfied","Completely Satisfied","Somewhat unsatisfied","Completely Satisfied","N",.m,"N","Worse","Better","Better","Same","Same","Worse","Same","Worse","Worse",.m,"Y","Y","Y",.m,"Y","Y","Y",7,"Higher","Higher",.m,"Much higher","Much higher","Same",.m,"Worse","Yes","Yes","Yes","Yes",7,"Owned","Kacha","Y",1,0,0,1,0,0,"Agriculture","Agriculture",.n,"Remittance","Remittance",.n,12,0,0,"Piped Water",.m,"Piped Water",.m,"Electricity",.m,.m,"Firewood","Dung/leaves/straw",.m,"N","N","N","Y",3,2,10,0,2,0,2000,0,0,0,"Higher","Higher",6000,2000,0,0,2000,2000,1800,5000,2300,4000,5000,0,15000,1,250000,0,.n,0,.n,0,.n,1,275000,0,.n,"N",.n,"",.n,.n,.c,1998,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.c,"",3000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.m,"",9000,.c,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.c,"",.m,.c,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
657,0,3,3,"Householdhead","23/6/13","Male",33,"Married","Non","No migrants","Bankina","0",0,8,"No",.n,8,0,0,"No","Yes",.m,"Muslim","Moderate","Irregular",0,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,.m,.n,.n,.n,.m,.m,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Completely satisfied","Same","Quite satisfied","All day","Not at all","Not at all","Completely Satisfied","Completely satisfied","Completely Satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely Satisfied","Not at all satisfied","Quite satisfied",.m,.m,.m,"Worse","Worse","Worse","Same","Worse","Same","Worse","Better","Same",.m,"N","N","Y",.m,"Y",.m,"Y",10,.m,"Worse","Same","Much higher","Same",.m,.m,"Worse","No","Yes","Yes","Yes",10,"Owned","Semi-pucca","Y",2,0,0,1,0,0,"Others","Others",.n,"Income Recipient","Income Recipient",.n,8,0,0,"Piped Water",.m,"Piped Water",.m,"Electricity",.m,.m,"Firewood",.m,.m,"N","N","N","Y",2,3,0,0,0,0,0,0,0,0,"Higher","Same",4000,600,.m,0,0,0,500,0,0,0,0,0,6000,0,.c,.c,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,.c,.m,"",.m,.m,"N",.n,"",.n,.n,"O",2008,"",500,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.m,"",4000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2007,"",3000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
659,0,5,3,"Householdhead","23/6/13","Male",45,"Married","Non","Domestic migrants","Bankina","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Very","Regular",4,"Employed",.n,"Weaving",8,7,12,30,4000,.c,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied","Better",.m,"Quite a bit","Not much","Not much","Quite satisfied","Quite satisfied","Quite satisfied","Completely satisfied","Completely satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","N","Y","Y","Better","Better","Better","Same","Same","Worse","Worse","Same","Worse","Same","N","Y","Y","Y","Y","Y","Y",6,"Higher","Higher",.m,.m,"Same","Much higher","Much higher","Same","Yes","Yes","Yes","Yes",6,"Owned","Kacha","Y",1,1,0,1,0,1,"Agriculture","Agriculture",.n,"Remittance","Remittance",.n,0,0,0,"Piped Water",.m,"Piped Water",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",0,2,0,0,0,0,0,0,0,0,"Lower","Higher",5000,200,.m,0,1000,100,500,0,2300,100,,0,7000,0,.n,0,.n,0,.n,1,11000,1,260000,0,.n,"N",.n,"",.n,.n,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"O",2010,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2001,"",3000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
660,0,2,2,"Householdhead","23/6/13","Male",21,"Married","Non","No migrants","Bankina","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Irregular",0,"Employed",.n,"Weaving",10,6,12,5,.c,7000,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied",.m,"Quite satisfied","Not much","Quite a bit","Quite a bit","Quite satisfied","Completely satisfied","Completely Satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Not at all satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Y","Y","N","Better","Better","Worse","Worse","Worse","Worse","Same","Same","Worse","Worse","S","Y","N","Y","Y","N","N",4,"Much worse","Much worse",.m,"Much worse","Same","Much worse",.m,"Better","Yes","No","Yes","No",4,"Rent-Free","Kacha","N",1,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,0,0,0,"Piped Water",.m,"Piped Water",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","N",0,0,0,0,0,0,0,0,0,0,"Same","Same",4800,70,.m,0,0,400,500,0,440,500,0,0,6000,3,30000,1,20000,0,.n,1,12000,0,.n,0,.n,"N",.n,"",.n,.n,"O",.m,"",.m,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
66,0,5,4,"Householdhead","24/6/13","Female",50,"Widowed","Non","International migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Very","Regular",5,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Somewhat","Not at all","Not at all","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Y",.m,.m,"Same","Better","Same","Same","Same","Same","Same","Same","Same","Same","Y","Y","Y",.m,"Y",.m,"Y",5,.m,"Higher",.m,"Same","Worse","Same",.m,"Worse","Yes","Yes","Yes","Yes",5,"Owned","Kacha","Y",1,0,0,1,0,0,"Others","Others",.n,"Remittance","Remittance",.n,0,6,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Lower","Higher",4000,200,0,0,0,200,100,100,0,0,6000,10,5000,1,25000,1,.m,0,.n,0,.n,1,300000,0,.n,"N",.n,"",.n,.n,"O",.c,"",250000,"N","N",.n,"",.n,.n,"O",2012,"",.m,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,5,3
661,0,2,2,"Householdhead","23/6/13","Male",80,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"Yes",.m,.n,"Muslim","Moderate",.m,2,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied",.m,"Quite satisfied","Somewhat",.m,.m,"Satisfied","Not at all satisfied","Satisfied","Satisfied","Satisfied","Satisfied",.m,.m,"Satisfied",.m,"Y","Y","Y",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"N","Y",.m,"Y",.m,"Y",,.m,"Much worse","Worse","Much worse","Worse","Much worse","Worse","Better","Yes",.m,.m,"Yes",.m,"Owned","Kacha","N",1,0,0,1,0,0,"Others","Others",.n,"Others","Others",.n,22,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Lower","Lower",1000,0,0,0,0,500,0,0,0,0,0,40,1000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"O",1993,"",700000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
662,0,4,4,"Householdhead","23/6/13","Female",25,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"Yes","No",.n,"Muslim","Moderate",.n,0,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.m,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied",.m,"Satisfied","Somewhat",.m,.m,"Quite satisfied","Quite satisfied","Quite satisfied","Completely satisfied","Quite satisfied","Quite satisfied","Quite satisfied",.m,"Quite satisfied",.m,"Y",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"Y","Y","Y",.m,.m,.m,"Y",5,.m,"Worse",.m,"Worse","Same","Worse",.m,"Better","Yes","Yes",.m,"Yes",5,.m,"Kacha","Y",1,0,0,1,0,0,"Manufacture","Manufacture",.n,"Service","Service",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",0,1,1,0,1,0,0,0,0,0,"Higher","Higher",2500,50,.m,.m,.m,100,.m,50,.m,.m,,2000,3000,0,.n,1,2000,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2013,"",500,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
663,0,3,2,"Householdhead","23/6/13","Male",26,"Single","Non","Domestic migrants","Shatihati","0",0,16,"No",.n,16,.m,0,"No","No",.n,"Muslim","Very","Regular",5,"Self-Employed",.n,"Others",1,7,12,5,20000,.m,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.m,.n,.m,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Somewhat","Somewhat","Somewhat","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Somewhat unsatisfied","Satisfied","N",.m,"Y","Same","Same","Same","Same","Same","Same","Same","Better","Same","Same","N","Y","Y",.m,"Y","Y","Y",6,"Same",.m,"Same","Same","Higher","Same","Higher","Better","Yes","Yes","Yes","Yes",6,"Owned","Pucca","Y",6,1,1,0,0,0,"Agriculture","Agriculture",.n,"Agriculture","Agriculture",.n,250,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,1,0,0,0,0,0,0,0,0,"Higher","Higher",5000,1200,0,600000,2000,1000,500,1000,0,200,15000,40,10000,0,.n,0,.n,1,20000,0,.n,0,.n,0,.n,"O",.x,"Y",.m,"N","O",.x,"Y",500000," N","O",2010,"",5000,"N","O",2004,"",.m,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.c,"",.m,"N","N",.n,"",.n,.n,"O",2005,"",.m,"N","O",2009,"",.m,"N",.c,2005,"",.m,"N",1,4,2
664,0,1,1,"Householdhead","23/6/13","Male",65,"Widowed","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Regular",3,"Self-Employed",.n,"Agricultural Labourer",7,4,12,45,1500,.c,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied","Worse","Somewhat unsatisfied","Somewhat","Not at all","Not at all","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied","Satisfied","Satisfied","Somewhat unsatisfied","Somewhat unsatisfied","Satisfied","Satisfied","N","Y","Y","Same","Same","Same","Same","Same","Same","Same","Same","Same","Same",.m,.m,.m,.m,.m,.m,.m,5,"Same","Same",.m,"Same","Same","Same",.m,"Worse","Yes","Yes","Yes","Yes",5,"Owned","Semi-pucca","N",1,0,0,1,0,0,"Agriculture","Agriculture",.n,"Agriculture","Agriculture",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood","Dung/leaves/straw",.m,"N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,400,100,50,0,0,,10,1500,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.x,"Y",50000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
665,0,8,7,"Householdhead","23/6/13","Female",25,"Married","Non","International migrants","Shatihati","0",0,5,"No",.n,5,.n,.n,"No","No",.n,"Muslim","Moderate",.m,3,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Somewhat","Not at all","Not at all","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Somewhat unsatisfied","Satisfied","Y","Y","Y","Same","Better","Same","Same","Same","Same","Same","Same","Same","Same",.m,.m,.m,.m,.m,.m,.m,6,.m,"Same",.m,"Higher","Higher","Same",.m,"Same","Yes","Yes","Yes","Yes",6,"Owned","Kacha","Y",2,0,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"N","N","N","Y",0,1,12,0,0,0,0,0,0,0,"Lower","Higher",2000,500,0,0,0,100,200,100,0,200,10000,10,7000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.x,"Y",.m,"N","N",.n,"",.n,.n,"O",.m,"",.m,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2007,"",.m,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
666,0,4,4,"Householdhead","23/6/13","Male",35,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Not","Irregular",0,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Somewhat","Not at all","Not at all","Somewhat unsatisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied",.m,"Y",.m,"Y","Same","Better","Same","Same","Same","Same","Same","Same","Same","Same",.m,.m,.m,.m,.m,.m,.m,5,.m,"Higher",.m,"Same","Same","Same",.m,"Worse","Yes","Yes","Yes","Yes",5,"Owned","Kacha","N",1,0,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood","Dung/leaves/straw",.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Same",800,100,0,60000,.m,.m,100,0,0,0,4000,10,3000,0,.n,1,1000,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.x,"Y",50000,"N","N",.n,"",.n,.n,"O",2012,"",1200,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
